,,,,,,,,,,,
ARRN,SEQ,HLT,soc1,soc2,soc3,english,용어1,용어2,용어3,용어4,용어5
0660,003,,1420,,,ABRUPTIO PLACENTAE,태반조기박리,태반조기분리,,,
0660,004,,1420,,,PREMATURE SEPARATION OF PLACENTA,태반조기박리,태반조기분리,,,
0660,005,,1420,,,PLACENTAL NECROSIS,태반괴사,,,,
0660,006,,1420,,,PLACENTAL INFARCTION,태반경색,,,,
0660,007,,1420,,,PLACENTA ACCRETA,유착태반,태반유착,,,
0660,008,,1420,,,PLACENTA INCRETA,감입태반,태반감입,,,
0661,001,,1420,,,PREGNANCY ECTOPIC,자궁외임신,딴곳임신,,,
0661,003,,1420,,,EXTRAUTERINE PREGNANCY,자궁외임신,딴곳임신,,,
0661,004,,1420,,,ECTOPIC PREGNANCY TERMINATION,자궁외임신중절,딴곳임신중절,,,
0661,005,,1420,,,RUPTURED ECTOPIC PREGNANCY,자궁외임신파열,파열된자궁외임신,,,
0662,001,,1420,,,PREGNANCY MULTIPLE,다태임신,,,,
0662,003,,1420,,,BIRTH MULTIPLE,다태출산,,,,
0663,001,,1420,,,PREGNANCY UNINTENDED,계획하지않은임신,계획되지않은임신,의도되지않은임신,무계획임신,
0663,003,,1420,,,PREGNANCY ON ORAL CONTRACEPTIVE,경구피임제사용중임신,경구피임약사용중임신,,,
0663,004,,1420,,,PREGNANCY WITH IUD,자궁내피임기구사용중임신,,,,
0663,005,,1420,,,PREGNANCY UNEXPECTED,기대하지못한임신,예상치못한임신,뜻밖의임신,,
0663,006,,1420,,,PREGNANCY,임신,,,,
0663,007,,1420,,,PREGNANCY TEST POSITIVE,임신검사양성,,,,
0663,008,,1420,,,PREGNANCY WITH CONTRACEPTIVE IMPLANT,피임제삽입물중임신,,,,
0664,001,0647,1500,1420,1810,STILLBIRTH,사산,,,,
0665,001,,1420,,,UTERINE ATONY,자궁근육무력증,자궁근무력증,자궁이완증,,
0665,003,,1420,,,UTERUS RELAXED,자궁이완,,,,
0665,004,,1420,,,LABOUR PAINS STOPPED,분만통증멈춤,분만통멈춤,,,
0665,005,,1420,,,UTERINE CONTRACTIONS WEAK,자궁수축약화,약한자궁수축,,,
0665,006,,1420,,,UTERINE HYPOTONUS,자궁근육긴장저하,,,,
0666,001,,1420,1230,,UTERINE HAEMORRHAGE,자궁출혈,,,,
0666,003,,1420,1230,,HAEMATOMETRA,자궁혈종,혈자궁증,,,
0666,004,,1420,1230,,ENDOMETRIAL BLEEDING,자궁내막출혈,,,,
0667,001,,1420,,,UTERINE SPASM,자궁연축,자궁경련,,,
0667,003,,1420,,,SPASM UTERINE CERVIX,자궁경부경련,자궁경부연축,자궁목연축,,
0668,001,,1420,1230,,VAGINAL HAEMORRHAGE,질출혈,,,,
0669,001,0669,1420,,,VAGINITIS,질염,,,,
0669,003,0669,1420,,,VULVOVAGINITIS,외음부질염,음문질염,외음질염,,
0669,004,0669,1420,,,VAGINAL ODOUR,질냄새,질악취,,,
0669,005,0669,1420,,,VULVOVAGINITIS AGGRAVATED,외음부질염악화,음문질염악화,외음질염악화,,
0669,006,0669,1420,,,VULVOVAGINAL DISCOMFORT,외음부질불편감,음문질불편감,외음부질불쾌감,외음질불편감,
0670,001,0669,1420,,,VAGINITIS ATROPHIC,위축성질염,위축질염,,,
0670,003,0669,1420,,,ATROPHIC VULVOVAGINITIS,위축성외음부질염,위축성음문질염,위축성외음질염,위축음문질염,
0671,001,0669,1420,,,VAGINITIS ULCERATIVE,궤양성질염,,,,
0672,001,,1420,,,VULVA DISORDER,외음부질환,외음질환,음문질환,,
0672,002,,1420,,,VULVAL LICHEN SCLEROSIS ET ATROPHICUS,외음부태선경화위축,음문태선경화위축,외음부경화위축성편평태선,,
0673,001,0696,1500,,,ANENCEPHALY,무뇌증,뇌없음증,,,
0675,001,0691,1500,1020,,AORTIC COARCTATION,대동맥협착,대동맥축착,,,
0676,001,,1500,1020,,ARTERY MALFORMATION,동맥기형,,,,
0676,002,,1500,1020,,PULMONARY ARTERY ANOMALY CONGENITAL,선천성폐동맥이상,선천적폐동맥이상,,,
0677,001,0691,1500,1020,,ATRIAL SEPTAL DEFECT,심방사이막결손,심방중격결손,,,
0677,003,0691,1500,1020,,SEPTAL DEFECT INTERATRIAL,심방사이막결손,심방중격결손,,,
0677,004,0691,1500,1020,,FORAMEN OVALE PATENT,열린타원구멍,난원공개증,난원공개존증,난원공개존,
0677,005,0691,1500,1020,,HEART SEPTAL DEFECT ATRIAL,심방중격결손,심방사이막결손,심장사이막결손,,
0677,006,0691,1500,1020,,IA SEPTAL DEFECT,심방중격결손,심방사이막결손,심장사이막결손,,
0677,007,0691,1500,1020,,ASD,심방중격결손,심방사이막결손,심장사이막결손,,
0678,001,,1500,0410,,BRAIN DAMAGE CONGENITAL,선천성뇌손상,선천적뇌손상,,,
0678,003,,1500,0410,,MINIMAL BRAIN DYSFUNCTION,경미한뇌기능장애,경미한뇌기능이상,가벼운뇌기능장애,,
0678,004,,1500,0410,,CNS CONGENITAL ANOMALY,선천성중추신경계이상,중추신경계선천성이상,중추신경계선천이상,,
0678,005,,1500,0410,,SPECIAL SENSES CONGENITAL ANOMALY NOS,명시안된선천적특수감각이상,,,,
0679,001,,1500,0431,,CATARACT CONGENITAL,선천성백내장,선천백내장,,,
0679,003,,1500,0431,,CATARACT CONGENITAL AGGRAVATED,선천성백내장악화,선천백내장악화,,,
0680,001,0680,1500,,,CLEFT PALATE,구개열,입천장갈림증,,,
0680,003,0680,1500,,,CLEFT LIP,입술갈림증,구순열,언청이,,
0681,001,,1500,0200,,CLUBFOOT,곤봉발,휜발,조막발,만곡족,
0681,003,,1500,0200,,TALIPES EQUINUS,첨족,꿈치들린휜발증,마제족,말굽발,
0681,004,,1500,0200,,TALIPES,휜발,조막발,기형족,,
0681,005,,1500,0200,,TALIPES CONGENITAL,선천성휜발,선천성조막발,선천적기형족,,
0682,001,1435,1500,0432,,DEAFNESS CONGENITAL,선천성난청,선천성귀먹음,선천성귀머거리,,
0683,001,,1500,,,EAR MALFORMATION,귀기형,귀변형,,,
0683,003,,1500,,,ANOTIA,무이증,귀없음증,,,
0683,004,,1500,,,MICROTIA,소이증,작은귀증,,,
0683,005,,1500,,,AURICLE ACCESSORY,부이개,덧귓바퀴,,,
0683,006,,1500,,,EXTERNAL EAR MALFORMATION,외이기형,외부귀기형,바깥귀기형,,
0684,001,0684,1500,0200,,ECTROMELIA,기지증,팔다리없음증,사지결손증,팔다리결손증,팔없음증/다리없음증
0684,003,0684,1500,0200,,AMELIA,기지증,팔다리없음증,사지결손증,팔다리결손증,팔없음증/다리없음증
0684,004,0684,1500,0200,,HEMIMELIA,반지증,편지증,반쪽팔다리증,반쪽팔증,반쪽다리증
0684,005,0684,1500,0200,,PHOCOMELIA,해표상지증,바다표범발증,바다표범손발증,,
0684,006,0684,1500,0200,,MESOMELIA,중간지절형성부전,,,,
0684,007,0684,1500,0200,,LIMB HYPOPLASIA CONGENITAL,선천성사지형성저하,선천성팔다리형성저하증,선천성사지형성부전,선천적팔다리형성저하증,
0685,001,0684,1500,0200,,ECTROMELIA FOUR LIMBS,네사지의기지증,4개팔다리결손증,네팔다리없음증,,
0686,001,0684,1500,0200,,ECTROMELIA ONE LIMB,사지하나의기지증,1개팔다리결손증,1개팔다리없음증,한팔다리없음증,
0687,001,0684,1500,0200,,ECTROMELIA THREE LIMBS,세사지의기지증,3개팔다리결손증,3개팔다리없음증,세팔다리없음증,
0688,001,0684,1500,0200,,ECTROMELIA TWO LIMBS,두사지의기지증,2개팔다리결손증,2개팔다리없음증,두팔다리없음증,
0689,001,,1500,0431,,EYE MALFORMATION,눈기형,,,,
0689,003,,1500,0431,,ANIRIDIA,무홍채안,무홍채증,홍채결여증,홍채없음증,
0689,004,,1500,0431,,DUANE'S SYNDROME,듀안증후군,듀엔증후군,안구후퇴증후군,,
0689,005,,1500,0431,,MORNING GLORY SYNDROME,나팔꽃증후군,선천성시신경이형성증,,,
0689,006,,1500,0431,,MICROPHTHALMOS,소안구증,작은안구증,소안증,,
0689,007,,1500,0431,,APHAKIA,무수정체안,수정체없음증,수정체결여증,,
0689,008,,1500,0431,,EYELID PTOSIS CONGENITAL,선천안검하수,선천성눈꺼풀처짐증,선천성안검하수증,,
0689,009,,1500,0431,,OPTIC NERVE ANOMALY CONGENITAL,선천성시신경이상,선천성시신경기형,선천시각신경이상,,
0689,010,,1500,0431,,CRYPTOPHTHALMOS,잠복안구,잠복안구증,잠재안구,,
0689,011,,1500,0431,,EYELID MALFORMATION,눈꺼풀기형,안검기형,,,
0690,001,0690,1500,0600,,GI MALFORMATION,위장관기형,,,,
0690,002,0690,1500,0600,,ABDOMINAL TRANSPOSITION,복부전위증,배안자리바꿈증,배안자리바뀜,,
0690,003,0690,1500,0600,,GI DISORDER CONGENITAL,선천성위장관장애,선천성위장관질환,선천성위창자질환,선천적위장관장애,
0690,004,0690,1500,0600,,GASTRIC ANOMALY CONGENITAL,선천성위이상,선천적위이상,,,
0690,005,0690,1500,0600,,INTESTINAL TRANSPOSITION,창자자리바뀜,창자착위증,위장관내자리바뀜,창자전위,
0691,001,0691,1500,1020,,HEART MALFORMATION,심장기형,,,,
0691,003,0691,1500,1020,,DEXTROCARDIA,우심증,오른심장증,,,
0691,004,0691,1500,1020,,EBSTEIN'S ANOMALY,엡스타인기형,에브스타인기형,,,
0691,005,0691,1500,1020,,EISENMENGER'S SYNDROME,아이젠멘거증후군,,,,
0691,006,0691,1500,1020,,CORONARY ARTERY MALFORMATION,관상동맥기형,심장동맥기형,,,
0692,001,,0410,,,HYDROCEPHALUS,수두증,물뇌증,뇌수종,,
0692,005,,0410,,,HYDROCEPHALUS ACQUIRED,후천성수두증,후천성물뇌증,후천성뇌수종,후천적수두증,
0692,006,,0410,,,HYDROCEPHALUS HYPERTENSIVE,고혈압성수두증,고혈압성물뇌증,고혈압성뇌수종,,
0692,007,,0410,,,HYDROCEPHALUS OBSTRUCTIVE,폐쇄성수두증,폐쇄성물뇌종,폐쇄성뇌수종,,
0692,008,,0410,,,BRAIN HERNIATION,뇌탈출,뇌헤르니아,,,
0692,009,,0410,,,DILATION CEREBRAL VENTRICLE,뇌실확장,확장뇌실,,,
0692,010,,0410,,,LOW PRESSURE HYDROCEPHALUS,저압수두증,저압물뇌증,저압뇌수종,,
0692,011,,0410,,,NORMAL PRESSURE HYDROCEPHALUS,정상압수두증,정상압물뇌증,정상압뇌수종,,
0692,012,,0410,,,HYDROCEPHALUS COMMUNICATIVE,교통성수두증,교통수두증,교통물뇌증,교통뇌수종,
0693,001,0706,1500,,,HYPOSPADIAS,요도하열,요도밑열림증,,,
0694,001,,1500,,,MALFORMATIONS MULTIPLE,다발성기형,,,,
0694,003,,1500,,,RUBENSTEIN-TAYBI SYNDROME,루벤스타인-테이비증후군,,,,
0694,004,,1500,,,AMNIOTIC BAND SYNDROME,양막띠증후군,양막대증후군,,,
0695,001,0701,1500,0410,,MENINGOMYELOCELE,수막척수류,수막척수탈출증,척수수막류,,
0695,003,0701,1500,0410,,MENINGOCELE,수막류,수막탈출증,,,
0696,001,0696,1500,,,MICROCEPHALY,소두증,작은머리증,,,
0697,001,,1500,,,MONGOLISM,몽고증,,,,
0697,003,,1500,,,DOWN'S SYNDROME,다운증후군,,,,
0698,001,,1500,0410,,NYSTAGMUS CONGENITAL,선천눈떨림,선천성눈떨림,선천성안구진탕,선천성안진,
0699,001,0691,1500,1020,,PULMONIC STENOSIS CONGENITAL,선천성폐동맥협착,선천성폐동맥협착증,선천적폐동맥판협착증,,
0699,003,0691,1500,1020,,PULMONARY VALVE STENOSIS,폐동맥판협착증,,,,
0700,001,0700,1500,0200,,SKELETAL MALFORMATION,뼈대기형,골격기형,,,
0700,002,0700,1500,0200,,FEMORAL BOWING CONGENITAL,선천성넓적다리뼈휨,대퇴골의선천성휨,선천적넙다리휨,,
0700,003,0700,1500,0200,,TIBIAL BOWING CONGENITAL,선천성정강뼈휨,정강뼈의선천휨,선천성경골휨,,
0701,001,0701,1500,0410,,SPINA BIFIDA,척추갈림증,이분척추증,이분척추,,
0701,003,0701,1500,0410,,SPINA BIFIDA OCCULTA,잠재성척추갈림증,잠재성척추이분증,숨은척추갈림증,,
0701,004,0701,1500,0410,,NEURAL TUBE DEFECT,신경관결손,신경관결함,,,
0701,005,0701,1500,0410,,ARNOLD-CHIARI MALFORMATION,아놀드-키아리기형,,,,
0702,001,0700,1500,0200,,SPINE MALFORMATION,척추기형,,,,
0702,003,0700,1500,0200,,KYPHOSIS CONGENITAL,선천적척주후만증,선천척주뒤굽음증,선천성척주후만증,,
0702,004,0700,1500,0200,,SCOLIOSIS CONGENITAL,선천적척추측만증,선천적척추옆굽음증,선천성척추측만증,,
0703,001,,1500,0200,,SYNDACTYLY,합지증,손발가락붙음증,,,
0703,003,,1500,0200,,WEBBED FINGERS,물갈퀴손가락,개구리손가락,막양구조손가락,막양구조의손가락,
0704,001,,1500,1600,0200,TOOTH MALFORMATION,치아기형,,,,
0704,003,,1500,1600,0200,ENAMEL ANOMALY,사기질이상,에나멜이상,법랑질이상,,
0704,004,,1500,1600,0200,FLUOROSIS DENTAL,치아불소침착증,치아불소증,,,
0705,001,0691,1500,1020,,TRANSPOSITION OF GREAT VESSELS,대혈관전위,대혈관자리바뀜,대혈관전위증,,
0705,003,0691,1500,1020,,AORTA-PULMONARY ARTERY TRANSPOSITION,대동맥-폐동맥자리바뀜,대-폐동맥자리바뀜,대혈관전위,,
0706,001,0706,1500,,,UROGENITAL MALFORMATION,비뇨생식기기형,,,,
0706,003,0706,1500,,,CONGENITAL HYDROCELE,선천성음낭수종,선천음낭수종,,,
0707,001,0691,1500,1020,,VENTRICULAR SEPTAL DEFECT,심실중격결손,심실사이막결손,,,
0708,001,0708,1600,,,BIRTH TRAUMA,분만외상,출생외상,,,
0709,001,0708,1600,,,BIRTH TRAUMA INTRACRANIAL,두개강내분만외상,두개강내출생외상,머리속분만외상,,
0710,001,,1600,1810,,DEATH NEONATAL,신생아사망,,,,
0711,001,,1810,0600,,ABDOMEN ENLARGED,복부비대,,,,
0711,003,,1810,0600,,SWOLLEN ABDOMEN,복부부종,복부팽창,복부팽만,,
0711,004,,1810,0600,,ABDOMINAL DISTENSION GASEOUS,가스성복부팽만,가스성복부팽창,,,
0711,005,,1810,0600,,ABDOMINAL DISTENSION,복부팽만,복부팽창,,,
0712,001,1058,1810,,,ALLERGIC REACTION,알레르기반응,,,,
0712,003,1058,1810,,,HAY FEVER,건초열,고초열,,,
0712,004,1058,1810,,,HYPERSENSITIVITY,과민성,과민,과민증,,
0712,005,1058,1810,,,CROSS SENSITIVITY REACTION,교차과민반응,,,,
0712,007,1058,1810,,,OCULO-RESPIRATORY SYNDROME,안구호흡기증후군,눈호흡기증후군,눈호흡증후군,,
0713,001,2237,1810,,,ANAPHYLACTIC SHOCK,아나필락시스성쇼크,아나필라틱쇼크,,,
0713,002,2237,1810,,,IMMEDIATE TYPE HYPERSENSITIVITY REACTION GRADE IV,제4형즉시형과민반응,제사형즉시형과민반응,제4형즉각형과민반응,,
0714,001,2237,1810,,,ANAPHYLACTOID REACTION,아나필락시스양반응,유사아나필락시스반응,,,
0714,005,2237,1810,,,RED NECK SYNDROME,붉은목증후군,,,,
0715,001,,1810,,,ASCITES,복수,,,,
0716,001,,1810,,,ASTHENIA,무력증,힘없음증,,,
0716,003,,1810,,,PROSTRATION,허탈,탈진,,,
0716,004,,1810,,,STRENGTH LOSS OF,무력,힘손실,힘약화,정력감퇴,
0716,005,,1810,,,WEAKNESS GENERALIZED,전신쇠약,전신성쇠약,,,
0716,007,,1810,,,DEBILITY MARKED,현저한쇠약,눈에띄는쇠약,현저한쇠약함,,
0716,008,,1810,,,EXHAUSTION,탈진,,,,
0716,009,,1810,,,FATIGUE EXTREME,극도의피로감,극심한피로,,,
0716,010,,1810,,,ADYNAMIA,무력증,근무력증,힘없음증,,
0717,001,,1810,0200,,BACK PAIN,등통증,요통,허리통증,,
0717,003,,1810,0200,,BACK DISCOMFORT,등불편,허리불편,등불편감,,
0717,004,,1810,0200,,BACK ACHE,요통,허리통증,등아픔,등통증,
0717,005,,1810,0200,,DORSAL PAIN,등쪽통증,등의통증,등통증,,
0717,006,,1810,0200,,FLANK PAIN,옆구리통증,측복부통증,,,
0717,007,,1810,0200,,BACK DISTRESS,등불편감,등의고통,,,
0717,008,,1810,0200,,LUMBO-SACRAL PAIN,허리엉치통증,요천골통증,허리엉치뼈통증,,
0717,009,,1810,0200,,SACRO-ILIAC PAIN,엉치엉덩통증,천장관절통증,,,
0717,010,,1810,0200,,LUMBAR PAIN,허리통증,요통,,,
0717,011,,1810,0200,,CERVICAL PAIN,자궁경부통증,자궁목통증,경부통증,,
0717,012,,1810,0200,,CERVICOBRACHALGIA,경부방사통,,,,
0717,013,,1810,0200,,BACK PAIN AGGRAVATED,요통악화,등통증악화,,,
0717,014,,1810,0200,,SACRAL PAIN,엉치통증,천추통증,,,
0718,001,0718,1810,,,CHEST PAIN,가슴통증,흉통,,,
0718,003,0718,1810,,,CHEST DISCOMFORT,가슴불편함,가슴불쾌감,가슴불편감,,
0718,004,0718,1810,,,CHEST DISTRESSED FEELING OF,가슴불편함,가슴불쾌감,가슴불편감,,
0718,005,0718,1810,,,CHEST FULLNESS OF,가슴가득참,가슴충만감,,,
0718,006,0718,1810,,,CHEST PRESSURE SENSATION OF,가슴압박감,가슴압박하는느낌,가슴압감,,
0718,007,0718,1810,,,CHEST TENDERNESS OF,가슴누름통증,가슴압통,가슴통증,,
0718,008,0718,1810,,,CHEST TIGHTNESS OF,가슴긴장,가슴긴장감,,,
0718,009,0718,1810,,,CHEST ACHE,가슴통증,가슴아픔,,,
0718,010,0718,1810,,,CHEST ACHING OF,가슴통증의,가슴아픔의,,,
0718,011,0718,1810,,,CHEST BURNING PAIN OF,타는듯한가슴통증의,타는듯한가슴아픔의,타는듯한가슴통증,,
0718,012,0718,1810,,,THORACIC PAIN,가슴통증,흉부통증,흉통,,
0718,013,0718,1810,,,CHEST DISTRESS,가슴불편함,가슴불쾌감,가슴불편감,가슴곤란,
0718,014,0718,1810,,,CHEST PAIN AGGRAVATED,가슴통증악화,흉통악화,,,
0718,015,0718,1810,,,CHEST TIGHTNESS AGGRAVATED,가슴긴장감악화,,,,
0718,016,0718,1810,,,CHEST WALL PAIN,가슴벽통증,흉벽통증,,,
0719,001,0718,1810,,,CHEST PAIN PRECORDIAL,명치부분가슴통증,가슴통증명치,명치쪽가슴통증,,
0720,001,0718,1810,,,CHEST PAIN SUBSTERNAL,흉골하가슴통증,복장밑가슴통증,,,
0720,003,0718,1810,,,SUBSTERNAL PAIN,흉골하통증,복장밑통증,,,
0720,004,0718,1810,,,RETROSTERNAL PAIN,흉골후방동통,흉골후방의통증,복장뼈뒤통증,,
0721,001,,1810,,,CROSS INFECTION,교차감염,교차감영,,,
0722,001,0722,1810,,,DEATH,사망,죽음,,,
0723,001,,1810,,,ESR INCREASED,적혈구침강속도증가,ESR증가,,,
0723,003,,1810,,,RBC SEDIMENTATION INCREASED,적혈구침강속도증가,,,,
0723,004,,1810,,,BLOOD SEDIMENTATION INCREASED,혈액침강증가,혈액침전증가,,,
0723,005,,1810,,,ERYTHROCYTE SEDIMENTATION INCREASED,적혈구침강증가,적혈구침전증가,,,
0724,001,,1810,,,FATIGUE,피로,,,,
0724,003,,1810,,,FATIGUEABILITY,피로,피로함,,,
0724,004,,1810,,,HEAVINESS IN LIMBS,팔다리무거움,사지무거움,사지의무거움,,
0724,005,,1810,,,TIREDNESS,피로,,,,
0724,006,,1810,,,WEARINESS,싫증,권태,피로,,
0724,007,,1810,,,FATIGUE AGGRAVATED,피로악화,,,,
0725,001,,1810,,,FEVER,열,발열,,,
0725,003,,1810,,,FEBRILE REACTION,열반응,발열반응,,,
0725,004,,1810,,,PYREXIA,발열,,,,
0725,005,,1810,,,TEMPERATURE ELEVATION,체온상승,,,,
0725,006,,1810,,,DRUG FEVER,약물열,약열,약으로인한발열,,
0727,001,,1810,,,HYPOTHERMIA,저체온증,체온저하,저체온,,
0727,003,,1810,,,HYPOPYREXIA,체온저하,,,,
0727,004,,1810,,,TEMPERATURE BODY DECREASE,체온감소,체온저하,,,
0728,001,,1810,,,MALAISE,권태,권태감,,,
0728,003,,1810,,,DISCOMFORT BODILY,신체불편,,,,
0728,004,,1810,,,ILL FEELING,발병감,아픈느낌,,,
0728,005,,1810,,,FEELING BAD,나쁜느낌,나쁜기분,,,
0728,006,,1810,,,FEELING QUEASY,구토감,메스꺼움,구역감,,
0728,007,,1810,,,DEBILITY,쇠약,,,,
0728,008,,1810,,,FEELING UNWELL,불쾌한느낌,몸이편치않은,불쾌감,,
0728,009,,1810,,,HANGOVER,숙취,,,,
0728,010,,1810,,,DETERIORATION PHYSICAL HEALTH,건강악화,신체건강상태악화,,,
0728,011,,1810,,,PERFORMANCE STATUS DECREASED,수행능력저하,활동도저하,,,
0730,001,,1810,,,PAIN,통증,아픔,,,
0730,004,,1810,,,PELVIC PAIN,골반통증,골반통,,,
0730,005,,1810,,,PAIN BURNING,작열통,타는듯한통증,,,
0730,006,,1810,,,PAIN IN FACE,얼굴통증,두부통증,,,
0730,007,,1810,,,NIPPLE PAIN,유두통증,젖꼭지통증,,,
0730,008,,1810,,,PAIN GROIN,샅부위통증,서혜부통증,샅고랑부위통증,사타구니통증,
0730,009,,1810,,,PELVIC PAIN FEMALE,여성골반통증,여성의골반통증,,,
0730,010,,1810,,,TUMOUR PAIN,종양통증,암성통증,,,
0730,011,,1810,,,INTRACTABLE PAIN,난치성통증,난치통,,,
0731,001,,1810,,,RIGORS,오한으로인한떨림,,,,
0731,003,,1810,,,SHIVERING,떨림,,,,
0731,004,,1810,,,CHILLS,오한,,,,
0731,005,,1810,,,SHIVERS,떨림,,,,
0732,001,,1810,1010,,SARCOIDOSIS,사르코이드증,유육종증,,,
0732,003,,1810,1010,,SARCOIDOSIS CUTANEOUS,피부사르코이드증,피부유육종증,,,
0732,004,,1810,1010,,SARCOIDOSIS CEREBRAL,대뇌사르코이드증,대뇌유육종증,,,
0732,005,,1810,1010,,SARCOIDOSIS CARDIAC,심장사르코이드증,심장유육종증,,,
0732,006,,1810,1010,,SARCOIDOSIS PULMONARY,폐사르코이드증,폐유육종증,,,
0733,001,,1810,,,SERUM SICKNESS,혈청병,혈청증,,,
0733,003,,1810,,,SERUM SICKNESS-LIKE DISORDER,혈청병양질환,혈청병유사장애,혈청병증장애,혈청병성질환,
0734,001,1948,1810,,,TOLERANCE INCREASED,내성증가,증가한내성,,,
0734,003,1948,1810,,,TACHYPHYLAXIS,빠른내성,속성내성,,,
0735,001,,1810,,,UNEXPECTED THERAPEUTIC EFFECT,예상치못한치료효과,예기치않은치료효과,뜻밖의치료효과,,
0735,003,,1810,,,THERAPEUTIC EFFECT UNEXPECTED,예상치못한치료효과,예기치않은치료효과,뜻밖의치료효과,,
0735,004,,1810,,,UNEXPECTED THERAPEUTIC BENEFIT,예상치못한치료이득,예상치못한치료유익,예상치못한치료이익,,
0736,001,,1830,,,INFECTION,감염,,,,
0736,003,,1830,,,INFECTION PRECIPITATED,촉진된감염,,,,
0736,004,,1830,,,EAR INFECTION NOS,상세불명의귀감염,,,,
0736,005,,1830,,,INFECTION LOCALISED,국소감염,국소성감염,,,
0736,006,,1830,,,NEUROLOGICAL INFECTION,신경학적감염,,,,
0737,001,,1830,,,INFECTION AGGRAVATED,감염악화,악화된감염,,,
0738,001,,1830,,,INFECTION BACTERIAL,세균감염,박테리아감염,박테리아성감염,,
0738,002,,1830,,,GRAM-POSITIVE BACTERIAL INFECTION,그람양성세균감염,그람양성박테리아감염,,,
0738,003,,1830,,,HAEMOPHILUS INFLUENZA INFECTION,헤모필루스인플루엔자감염,,,,
0738,004,,1830,,,INFECTION STREPTOCOCCAL,연쇄구균감염,사슬알균감염,,,
0738,005,,1830,,,INFECTION PSEUDOMONAS,녹농균감염,,,,
0738,006,,1830,,,GRAM-NEGATIVE BACTERIAL INFECTION,그람음성세균감염,그람음성박테리아감염,,,
0738,007,,1830,,,INFECTION SALMONELLA,살모넬라감염,,,,
0738,008,,1830,,,ACINETOBACTER INFECTION,아시네토박터감염,에시네토박터감염,,,
0738,009,,1830,,,INFECTION MYCOBACTERIAL,마이코박테리아감염,,,,
0738,010,,1830,,,INFECTION CAMPYLOBACTER,캄필로박터감염,,,,
0738,011,,1830,,,BORRELIA INFECTION,보렐리아감염,,,,
0738,012,,1830,,,SERRATIA INFECTION,세라티아감염,,,,
0738,013,,1830,,,Q FEVER,큐열,,,,
0738,014,,1830,,,INFECTION FLAVOBACTERIUM,플라보박테리움감염,,,,
0738,015,,1830,,,INFECTION MYCOPLASMA,마이코플라스마감염,마이코플라즈마감염,,,
0739,001,,1830,,,INFECTION FUNGAL,곰팡이감염,진균감염,진균성감염,,
0739,003,,1830,,,INFECTION MYCOTIC,진균감염,진균성감염,,,
0739,004,,1830,,,VAGINAL MYCOSIS,질진균증,,,,
0739,005,,1830,,,ACID FAST STAIN POSITIVE,항산염색양성,항산성염색양성,,,
0739,006,,1830,,,INFECTION FUNGAL NASAL,코진균감염,코곰팡이감염,,,
0739,007,,1830,,,UPPER RESPIRATORY FUNGAL INFECTION,상기도진균감염,상기도곰팡이감염,,,
0739,008,,1830,,,CYSTITIS FUNGAL,진균방광염,곰팡이방광염,,,
0739,009,,1830,,,FUSARIUM INFECTION,푸사리움감염,푸사륨감염,,,
0739,010,,1830,,,RESPIRATORY TRACT INFECTION FUNGAL,기도진균감염,진균기도감염,곰팡이기도감염,,
0739,011,,1830,,,ZYGOMYCOSIS,접합균증,,,,
0739,012,,1830,,,HISTOPLASMOSIS,히스토플라즈마증,,,,
0739,013,,1830,,,ASPERGILLOSIS,아스페르길루스증,,,,
0740,001,,1830,,,INFECTION VIRAL,바이러스감염,,,,
0740,002,,1830,,,RABIES,광견병,미친개병,,,
0740,003,,1830,,,INFECTION RETROVIRAL,레트로바이러스감염,레트로바이러스전염병,,,
0741,001,0741,1830,,,MONILIASIS,모닐리아증,칸디다증,캔디다증,,
0741,003,0741,1830,,,CANDIDIASIS,칸디다증,,,,
0741,004,0741,1830,,,THRUSH,아구창,,,,
0741,005,0741,1830,,,MONILIASIS ORAL,경구모닐리아증,구강캔디다증,구강칸디다증,,
0741,006,0741,1830,,,OESOPHAGEAL CANDIDIASIS,식도칸디다증,,,,
0742,001,0741,1830,,,MONILIASIS GENITAL,생식기모닐리아증,생식기칸디다증,성기모닐리아증,,
0742,003,0741,1830,,,VAGINAL CANDIDIASIS,질칸디다증,,,,
0743,001,0741,1830,,,MONILIASIS GI,위장관칸디다증,위장관모닐리아증,,,
0744,001,,1830,,,SEPSIS,패혈증,,,,
0744,002,,1830,,,SEPSIS MYCOTIC,진균패혈증,,,,
0744,003,,1830,,,SEPTICAEMIA,패혈증,,,,
0744,004,,1830,,,SEPTICAEMIA STAPHYLOCOCCAL,포도상구균패혈증,포도알균패혈증,포도구균패혈증,,
0744,005,,1830,,,SHOCK SEPTIC,패혈성쇼크,패혈증쇼크,,,
0744,006,,1830,,,SEPTICAEMIA ESCHERICHIAL,대장균패혈증,,,,
0744,007,,1830,,,SEPTICAEMIA GRAM-NEGATIVE,그람음성패혈증,,,,
0744,008,,1830,,,SEPTICAEMIA BACTERIAL ANAEROBIC,무산소균패혈증,혐기성균패혈증,,,
0744,009,,1830,,,SEPSIS UMBILICAL,배꼽패혈증,,,,
0744,010,,1830,,,SEPTICAEMIA CANDIDA,칸디다패혈증,캔디다패혈증,칸디다성패혈증,,
0744,011,,1830,,,SEPTICAEMIA STREPTOCOCCAL,연쇄구균패혈증,사슬알균패혈증,,,
